Category,Title,File Path
Spotlight,GETMusic_ Generating Music Tracks with a Unified Representation and Diffusion Framework.pdf,ICLR_2025_Papers/Spotlight/GETMusic_ Generating Music Tracks with a Unified Representation and Diffusion Framework.pdf
Spotlight,Self-supervised contrastive learning performs non-linear system identification.pdf,ICLR_2025_Papers/Spotlight/Self-supervised contrastive learning performs non-linear system identification.pdf
Spotlight,LayerDAG_ A Layerwise Autoregressive Diffusion Model for Directed Acyclic Graph Generation.pdf,ICLR_2025_Papers/Spotlight/LayerDAG_ A Layerwise Autoregressive Diffusion Model for Directed Acyclic Graph Generation.pdf
Spotlight,Joint Reward and Policy Learning with Demonstrations and Human Feedback Improves Alignment.pdf,ICLR_2025_Papers/Spotlight/Joint Reward and Policy Learning with Demonstrations and Human Feedback Improves Alignment.pdf
Spotlight,RDAS_ A Low Latency and High Throughput Raw Data Engine for Machine Learning Systems.pdf,ICLR_2025_Papers/Spotlight/RDAS_ A Low Latency and High Throughput Raw Data Engine for Machine Learning Systems.pdf
Spotlight,Structure-Aware Parameter-Efficient Machine Unlearning on Transformer Models.pdf,ICLR_2025_Papers/Spotlight/Structure-Aware Parameter-Efficient Machine Unlearning on Transformer Models.pdf
Spotlight,DySpec_ Faster Speculative Decoding with Dynamic Token Tree Structure.pdf,ICLR_2025_Papers/Spotlight/DySpec_ Faster Speculative Decoding with Dynamic Token Tree Structure.pdf
Spotlight,Alternating Optimized Stochastic Vector Quantization in Neural Compression.pdf,ICLR_2025_Papers/Spotlight/Alternating Optimized Stochastic Vector Quantization in Neural Compression.pdf
Spotlight,Block Diffusion_ Interpolating Between Autoregressive and Diffusion Language Models.pdf,ICLR_2025_Papers/Spotlight/Block Diffusion_ Interpolating Between Autoregressive and Diffusion Language Models.pdf
Spotlight,Physics of Language Models_ Part 3_3_ Knowledge Capacity Scaling Laws.pdf,ICLR_2025_Papers/Spotlight/Physics of Language Models_ Part 3_3_ Knowledge Capacity Scaling Laws.pdf
Spotlight,Quality Measures for Dynamic Graph Generative Models.pdf,ICLR_2025_Papers/Spotlight/Quality Measures for Dynamic Graph Generative Models.pdf
Spotlight,Toward Human-Interpretable Explanations in a Unified Framework for GNNs.pdf,ICLR_2025_Papers/Spotlight/Toward Human-Interpretable Explanations in a Unified Framework for GNNs.pdf
Spotlight,In vivo cell-type and brain region classification via multimodal contrastive learning.pdf,ICLR_2025_Papers/Spotlight/In vivo cell-type and brain region classification via multimodal contrastive learning.pdf
Spotlight,Hottel Zone Physics-Constrained Networks for Furnaces.pdf,ICLR_2025_Papers/Spotlight/Hottel Zone Physics-Constrained Networks for Furnaces.pdf
Spotlight,VeSX_ A Framework Featured by Verification_ Self-Correction and In-context Learning for Web Automati.pdf,ICLR_2025_Papers/Spotlight/VeSX_ A Framework Featured by Verification_ Self-Correction and In-context Learning for Web Automati.pdf
Spotlight,Tuning Language Models by Mixture-of-Depths Ensemble.pdf,ICLR_2025_Papers/Spotlight/Tuning Language Models by Mixture-of-Depths Ensemble.pdf
Spotlight,Data Shapley in One Training Run.pdf,ICLR_2025_Papers/Spotlight/Data Shapley in One Training Run.pdf
Spotlight,MaestroMotif_ Skill Design from Artificial Intelligence Feedback.pdf,ICLR_2025_Papers/Spotlight/MaestroMotif_ Skill Design from Artificial Intelligence Feedback.pdf
Spotlight,SNAP-TTA_ Sparse Test-Time Adaptation for Latency-Sensitive Applications.pdf,ICLR_2025_Papers/Spotlight/SNAP-TTA_ Sparse Test-Time Adaptation for Latency-Sensitive Applications.pdf
Spotlight,MQuAKE-Remastered_ Multi-Hop Knowledge Editing Can Only Be Advanced with Reliable Evaluations.pdf,ICLR_2025_Papers/Spotlight/MQuAKE-Remastered_ Multi-Hop Knowledge Editing Can Only Be Advanced with Reliable Evaluations.pdf
Spotlight,ToolGen_ Unified Tool Retrieval and Calling via Generation.pdf,ICLR_2025_Papers/Spotlight/ToolGen_ Unified Tool Retrieval and Calling via Generation.pdf
Spotlight,MambaFormer-MOE_ Mamba-Transformer-based Mixture-of-Experts for Time Series Prediction.pdf,ICLR_2025_Papers/Spotlight/MambaFormer-MOE_ Mamba-Transformer-based Mixture-of-Experts for Time Series Prediction.pdf
Spotlight,How new data permeates LLM knowledge and how to dilute it.pdf,ICLR_2025_Papers/Spotlight/How new data permeates LLM knowledge and how to dilute it.pdf
Spotlight,RaSA_ Rank-Sharing Low-Rank Adaptation.pdf,ICLR_2025_Papers/Spotlight/RaSA_ Rank-Sharing Low-Rank Adaptation.pdf
Spotlight,JudgeLM_ Fine-tuned Large Language Models are Scalable Judges.pdf,ICLR_2025_Papers/Spotlight/JudgeLM_ Fine-tuned Large Language Models are Scalable Judges.pdf
Spotlight,Syntactic and Semantic Control of Large Language Models via Sequential Monte Carlo.pdf,ICLR_2025_Papers/Spotlight/Syntactic and Semantic Control of Large Language Models via Sequential Monte Carlo.pdf
Spotlight,Causally Motivated Sycophancy Mitigation for Large Language Models.pdf,ICLR_2025_Papers/Spotlight/Causally Motivated Sycophancy Mitigation for Large Language Models.pdf
Spotlight,Self-Improving Logic from Experimental Observations.pdf,ICLR_2025_Papers/Spotlight/Self-Improving Logic from Experimental Observations.pdf
Spotlight,Common Feature Learning for Zero-shot Image Recognition.pdf,ICLR_2025_Papers/Spotlight/Common Feature Learning for Zero-shot Image Recognition.pdf
Spotlight,Rethinking Neural Multi-Objective Combinatorial Optimization via Neat Weight Embedding.pdf,ICLR_2025_Papers/Spotlight/Rethinking Neural Multi-Objective Combinatorial Optimization via Neat Weight Embedding.pdf
Spotlight,GenBen_A Genarative Benchmark for LLM-Aided Design.pdf,ICLR_2025_Papers/Spotlight/GenBen_A Genarative Benchmark for LLM-Aided Design.pdf
Spotlight,Flow Matching for One-Step Sampling.pdf,ICLR_2025_Papers/Spotlight/Flow Matching for One-Step Sampling.pdf
Spotlight,Learning Fused State Representations for Control from Multi-View Observations.pdf,ICLR_2025_Papers/Spotlight/Learning Fused State Representations for Control from Multi-View Observations.pdf
Spotlight,Measuring and Enhancing Trustworthiness of LLMs in RAG through Grounded Attributions and Learning to.pdf,ICLR_2025_Papers/Spotlight/Measuring and Enhancing Trustworthiness of LLMs in RAG through Grounded Attributions and Learning to.pdf
Spotlight,Robustness Reprogramming for Representation Learning.pdf,ICLR_2025_Papers/Spotlight/Robustness Reprogramming for Representation Learning.pdf
Spotlight,KARPA_ A Training-free Method of Adapting Knowledge Graph as References for Large Language Model_s R.pdf,ICLR_2025_Papers/Spotlight/KARPA_ A Training-free Method of Adapting Knowledge Graph as References for Large Language Model_s R.pdf
Spotlight,UnoLoRA_ Single Low-Rank Adaptation for Efficient Multitask Fine-tuning.pdf,ICLR_2025_Papers/Spotlight/UnoLoRA_ Single Low-Rank Adaptation for Efficient Multitask Fine-tuning.pdf
Spotlight,Herb-GANNet_ Synthetic Data Generation through Conditional GANs for Improving Accuracy in Medicinal .pdf,ICLR_2025_Papers/Spotlight/Herb-GANNet_ Synthetic Data Generation through Conditional GANs for Improving Accuracy in Medicinal .pdf
Spotlight,Modeling Complex System Dynamics with Flow Matching Across Time and Conditions.pdf,ICLR_2025_Papers/Spotlight/Modeling Complex System Dynamics with Flow Matching Across Time and Conditions.pdf
Spotlight,Probabilistic Conformal Prediction with Approximate Conditional Validity.pdf,ICLR_2025_Papers/Spotlight/Probabilistic Conformal Prediction with Approximate Conditional Validity.pdf
Spotlight,BanglaGITI_ A Novel Dataset for Bangla Music Genre Classification with A Comprehensive Analysis.pdf,ICLR_2025_Papers/Spotlight/BanglaGITI_ A Novel Dataset for Bangla Music Genre Classification with A Comprehensive Analysis.pdf
Spotlight,Mitigating Privacy Risk of Adversarial Examples with Counterfactual Explanations.pdf,ICLR_2025_Papers/Spotlight/Mitigating Privacy Risk of Adversarial Examples with Counterfactual Explanations.pdf
Spotlight,Video Action Differencing.pdf,ICLR_2025_Papers/Spotlight/Video Action Differencing.pdf
Spotlight,Defining Deception in Decision Making.pdf,ICLR_2025_Papers/Spotlight/Defining Deception in Decision Making.pdf
Spotlight,A Systemic Review of Static Memory Analysis.pdf,ICLR_2025_Papers/Spotlight/A Systemic Review of Static Memory Analysis.pdf
Spotlight,Learning through Conditioning on Natural Language Feedback.pdf,ICLR_2025_Papers/Spotlight/Learning through Conditioning on Natural Language Feedback.pdf
Spotlight,Exploring the Recall of Language Models_ Case Study on Molecules.pdf,ICLR_2025_Papers/Spotlight/Exploring the Recall of Language Models_ Case Study on Molecules.pdf
Spotlight,Stacking Small Language Models for Generalizability.pdf,ICLR_2025_Papers/Spotlight/Stacking Small Language Models for Generalizability.pdf
Spotlight,Synergistic Approach for Simultaneous Optimization of Monolingual_ Cross-lingual_ and Multilingual I.pdf,ICLR_2025_Papers/Spotlight/Synergistic Approach for Simultaneous Optimization of Monolingual_ Cross-lingual_ and Multilingual I.pdf
Spotlight,Knowledge Entropy Decay during Language Model Pretraining Hinders New Knowledge Acquisition.pdf,ICLR_2025_Papers/Spotlight/Knowledge Entropy Decay during Language Model Pretraining Hinders New Knowledge Acquisition.pdf
Spotlight,Learning with Multi-Group Guarantees for Clusterable Subpopulations.pdf,ICLR_2025_Papers/Spotlight/Learning with Multi-Group Guarantees for Clusterable Subpopulations.pdf
Spotlight,MathOdyssey_ Benchmarking Mathematical Problem-Solving Skills in Large Language Models Using Odyssey.pdf,ICLR_2025_Papers/Spotlight/MathOdyssey_ Benchmarking Mathematical Problem-Solving Skills in Large Language Models Using Odyssey.pdf
Spotlight,Consistency Checks for Language Model Forecasters.pdf,ICLR_2025_Papers/Spotlight/Consistency Checks for Language Model Forecasters.pdf
Spotlight,Spider 2_0_ Evaluating Language Models on Real-World Enterprise Text-to-SQL Workflows.pdf,ICLR_2025_Papers/Spotlight/Spider 2_0_ Evaluating Language Models on Real-World Enterprise Text-to-SQL Workflows.pdf
Spotlight,Vietnamese Text-to-SQL with Large Language Models_ A Comprehensive Approach.pdf,ICLR_2025_Papers/Spotlight/Vietnamese Text-to-SQL with Large Language Models_ A Comprehensive Approach.pdf
Spotlight,Self-Improvement in Language Models_ The Sharpening Mechanism.pdf,ICLR_2025_Papers/Spotlight/Self-Improvement in Language Models_ The Sharpening Mechanism.pdf
Spotlight,The Good_ the Bad and the Ugly_ Watermarks_ Transferable Attacks and Adversarial Defenses.pdf,ICLR_2025_Papers/Spotlight/The Good_ the Bad and the Ugly_ Watermarks_ Transferable Attacks and Adversarial Defenses.pdf
Spotlight,Competition Dynamics Shape Algorithmic Phases of In-Context Learning.pdf,ICLR_2025_Papers/Spotlight/Competition Dynamics Shape Algorithmic Phases of In-Context Learning.pdf
Spotlight,Context-Parametric Inversion_ Why Instruction Finetuning May Not Actually Improve Context Reliance.pdf,ICLR_2025_Papers/Spotlight/Context-Parametric Inversion_ Why Instruction Finetuning May Not Actually Improve Context Reliance.pdf
Spotlight,Achieving Exact Federated Unlearning with Improved Post-Unlearning Performance.pdf,ICLR_2025_Papers/Spotlight/Achieving Exact Federated Unlearning with Improved Post-Unlearning Performance.pdf
Spotlight,Neural Wave Equation for Irregularly Sampled Sequence Data.pdf,ICLR_2025_Papers/Spotlight/Neural Wave Equation for Irregularly Sampled Sequence Data.pdf
Spotlight,Diffusion-Based Planning for Autonomous Driving with Flexible Guidance.pdf,ICLR_2025_Papers/Spotlight/Diffusion-Based Planning for Autonomous Driving with Flexible Guidance.pdf
Spotlight,Brain Bandit_ A Biologically Grounded Neural Network for Efficient Control of Exploration.pdf,ICLR_2025_Papers/Spotlight/Brain Bandit_ A Biologically Grounded Neural Network for Efficient Control of Exploration.pdf
Spotlight,Internet of Agents_ Weaving a Web of Heterogeneous Agents for Collaborative Intelligence.pdf,ICLR_2025_Papers/Spotlight/Internet of Agents_ Weaving a Web of Heterogeneous Agents for Collaborative Intelligence.pdf
Spotlight,Investigating Self-Attention_ Its Impact on Sample Efficiency in Deep Reinforcement Learning.pdf,ICLR_2025_Papers/Spotlight/Investigating Self-Attention_ Its Impact on Sample Efficiency in Deep Reinforcement Learning.pdf
Spotlight,DarkBench_ Benchmarking Dark Patterns in Large Language Models.pdf,ICLR_2025_Papers/Spotlight/DarkBench_ Benchmarking Dark Patterns in Large Language Models.pdf
Spotlight,Temporal Environment-Aware Image Generation via Latent Diffusion.pdf,ICLR_2025_Papers/Spotlight/Temporal Environment-Aware Image Generation via Latent Diffusion.pdf
Spotlight,Bayesian-LoRA_ LoRA based Parameter Efficient Fine-Tuning using Optimal Quantization levels and Rank.pdf,ICLR_2025_Papers/Spotlight/Bayesian-LoRA_ LoRA based Parameter Efficient Fine-Tuning using Optimal Quantization levels and Rank.pdf
Spotlight,TopoLM_ brain-like spatio-functional organization in a topographic language model.pdf,ICLR_2025_Papers/Spotlight/TopoLM_ brain-like spatio-functional organization in a topographic language model.pdf
Spotlight,ESMGain_ Effective and Efficient Prediction of Mutation_s functional Effect via ESM2 Transfer Learni.pdf,ICLR_2025_Papers/Spotlight/ESMGain_ Effective and Efficient Prediction of Mutation_s functional Effect via ESM2 Transfer Learni.pdf
Spotlight,Recovering Plasticity of Neural Networks via Soft Weight Rescaling.pdf,ICLR_2025_Papers/Spotlight/Recovering Plasticity of Neural Networks via Soft Weight Rescaling.pdf
Spotlight,Compositional simulation-based inference for time series.pdf,ICLR_2025_Papers/Spotlight/Compositional simulation-based inference for time series.pdf
Spotlight,Distributed Quasi-Newton Method for Fair and Fast Federated Learning.pdf,ICLR_2025_Papers/Spotlight/Distributed Quasi-Newton Method for Fair and Fast Federated Learning.pdf
Spotlight,Learning-Augmented Frequent Directions.pdf,ICLR_2025_Papers/Spotlight/Learning-Augmented Frequent Directions.pdf
Spotlight,When GNNs meet symmetry in ILPs_ an orbit-based feature augmentation approach.pdf,ICLR_2025_Papers/Spotlight/When GNNs meet symmetry in ILPs_ an orbit-based feature augmentation approach.pdf
Spotlight,Shared Memory for Multi-agent Lifelong Pathfinding.pdf,ICLR_2025_Papers/Spotlight/Shared Memory for Multi-agent Lifelong Pathfinding.pdf
Spotlight,On the Robustness of Vision-Language Models Against Distractions.pdf,ICLR_2025_Papers/Spotlight/On the Robustness of Vision-Language Models Against Distractions.pdf
Spotlight,Neuroacoustic Patterns_ Constant Q Cepstral Coefficients for the Classification of Neurodegenerative.pdf,ICLR_2025_Papers/Spotlight/Neuroacoustic Patterns_ Constant Q Cepstral Coefficients for the Classification of Neurodegenerative.pdf
Spotlight,Harmonic Machine Learning Models are Robust.pdf,ICLR_2025_Papers/Spotlight/Harmonic Machine Learning Models are Robust.pdf
Spotlight,Exploring New Frontiers in Vertical Federated Learning_ the Role of Saddle Point Reformulation.pdf,ICLR_2025_Papers/Spotlight/Exploring New Frontiers in Vertical Federated Learning_ the Role of Saddle Point Reformulation.pdf
Spotlight,Optimal Transport for Time Series Imputation.pdf,ICLR_2025_Papers/Spotlight/Optimal Transport for Time Series Imputation.pdf
Spotlight,Robust Root Cause Diagnosis using In-Distribution Interventions.pdf,ICLR_2025_Papers/Spotlight/Robust Root Cause Diagnosis using In-Distribution Interventions.pdf
Spotlight,Bias in CLIP Encoders_ A Study of Encoder Bias and Object Representation in Multi-Object Scenarios.pdf,ICLR_2025_Papers/Spotlight/Bias in CLIP Encoders_ A Study of Encoder Bias and Object Representation in Multi-Object Scenarios.pdf
Spotlight,Offline Model-Based Optimization by Learning to Rank.pdf,ICLR_2025_Papers/Spotlight/Offline Model-Based Optimization by Learning to Rank.pdf
Spotlight,MOMENTUM MEETS VIRALITY_ A NOVEL METRIC FOR UNMASKING SOCIAL BIAS IN VIRAL TWEETS.pdf,ICLR_2025_Papers/Spotlight/MOMENTUM MEETS VIRALITY_ A NOVEL METRIC FOR UNMASKING SOCIAL BIAS IN VIRAL TWEETS.pdf
Spotlight,CGD_ Modifying the Loss Landscape by Gradient Regularization.pdf,ICLR_2025_Papers/Spotlight/CGD_ Modifying the Loss Landscape by Gradient Regularization.pdf
Spotlight,Learning to Discover Regulatory Elements for Gene Expression Prediction.pdf,ICLR_2025_Papers/Spotlight/Learning to Discover Regulatory Elements for Gene Expression Prediction.pdf
Spotlight,Recovering Knowledge by Hardening Language Models.pdf,ICLR_2025_Papers/Spotlight/Recovering Knowledge by Hardening Language Models.pdf
Spotlight,TabM_ Advancing tabular deep learning with parameter-efficient ensembling.pdf,ICLR_2025_Papers/Spotlight/TabM_ Advancing tabular deep learning with parameter-efficient ensembling.pdf
Spotlight,Activation Gradient based Poisoned Sample Detection Against Backdoor Attacks.pdf,ICLR_2025_Papers/Spotlight/Activation Gradient based Poisoned Sample Detection Against Backdoor Attacks.pdf
Spotlight,Improving the Sparse Structure Learning of Spiking Neural Networks from the View of Compression Effi.pdf,ICLR_2025_Papers/Spotlight/Improving the Sparse Structure Learning of Spiking Neural Networks from the View of Compression Effi.pdf
Spotlight,PIED_ Physics-Informed Experimental Design for Inverse Problems.pdf,ICLR_2025_Papers/Spotlight/PIED_ Physics-Informed Experimental Design for Inverse Problems.pdf
Spotlight,Inference Scaling for Long-Context Retrieval Augmented Generation.pdf,ICLR_2025_Papers/Spotlight/Inference Scaling for Long-Context Retrieval Augmented Generation.pdf
Spotlight,UniCBE_ An Uniformity-driven Comparing Based Evaluation Framework with Unified Multi-Objective Optim.pdf,ICLR_2025_Papers/Spotlight/UniCBE_ An Uniformity-driven Comparing Based Evaluation Framework with Unified Multi-Objective Optim.pdf
Spotlight,The Rate-Distortion-Perception Trade-Off with Algorithmic Realism.pdf,ICLR_2025_Papers/Spotlight/The Rate-Distortion-Perception Trade-Off with Algorithmic Realism.pdf
Spotlight,DailyDilemmas_ Revealing Value Preferences of LLMs with Quandaries of Daily Life.pdf,ICLR_2025_Papers/Spotlight/DailyDilemmas_ Revealing Value Preferences of LLMs with Quandaries of Daily Life.pdf
Spotlight,MAP_ Multi-Human-Value Alignment Palette.pdf,ICLR_2025_Papers/Spotlight/MAP_ Multi-Human-Value Alignment Palette.pdf
Spotlight,MAC-CAFE_ Multi-actor_ Centralized Critic Architecture for Feedback-driven Editing.pdf,ICLR_2025_Papers/Spotlight/MAC-CAFE_ Multi-actor_ Centralized Critic Architecture for Feedback-driven Editing.pdf
Spotlight,RL4CO_ an Extensive Reinforcement Learning for Combinatorial Optimization Benchmark.pdf,ICLR_2025_Papers/Spotlight/RL4CO_ an Extensive Reinforcement Learning for Combinatorial Optimization Benchmark.pdf
Spotlight,Defend against Jailbreak Attacks via Debate with Partially Perceptive Agents.pdf,ICLR_2025_Papers/Spotlight/Defend against Jailbreak Attacks via Debate with Partially Perceptive Agents.pdf
Spotlight,OpenCity_ A Scalable Platform to Simulate Urban Activities with Massive LLM Agents.pdf,ICLR_2025_Papers/Spotlight/OpenCity_ A Scalable Platform to Simulate Urban Activities with Massive LLM Agents.pdf
Spotlight,Spread Preference Annotation_ Direct Preference Judgment for Efficient LLM Alignment.pdf,ICLR_2025_Papers/Spotlight/Spread Preference Annotation_ Direct Preference Judgment for Efficient LLM Alignment.pdf
Spotlight,Learning to Search from Demonstration Sequences.pdf,ICLR_2025_Papers/Spotlight/Learning to Search from Demonstration Sequences.pdf
Spotlight,Large-Scale Multi-Agent Reinforcement Learning for Traffic Signal Optimization.pdf,ICLR_2025_Papers/Spotlight/Large-Scale Multi-Agent Reinforcement Learning for Traffic Signal Optimization.pdf
Spotlight,Capturing the Temporal Dependence of Training Data Influence.pdf,ICLR_2025_Papers/Spotlight/Capturing the Temporal Dependence of Training Data Influence.pdf
Spotlight,Layer-Wise Quantization_ A Pragmatic and Effective Method for Quantizing LLMs.pdf,ICLR_2025_Papers/Spotlight/Layer-Wise Quantization_ A Pragmatic and Effective Method for Quantizing LLMs.pdf
Spotlight,Network-based Active Inference for Adaptive and Cost-efficient Real-World Applications_ PV Panel Ins.pdf,ICLR_2025_Papers/Spotlight/Network-based Active Inference for Adaptive and Cost-efficient Real-World Applications_ PV Panel Ins.pdf
Spotlight,Re-examining learning linear functions in context.pdf,ICLR_2025_Papers/Spotlight/Re-examining learning linear functions in context.pdf
Spotlight,Bayesian Treatment of the Spectrum of the Empirical Kernel in (Sub)Linear-Width Neural Networks.pdf,ICLR_2025_Papers/Spotlight/Bayesian Treatment of the Spectrum of the Empirical Kernel in (Sub)Linear-Width Neural Networks.pdf
Spotlight,StarCraft II Arena_ Evaluating LLMs in Strategic Planning_ Real-Time Decision Making_ and Adaptabili.pdf,ICLR_2025_Papers/Spotlight/StarCraft II Arena_ Evaluating LLMs in Strategic Planning_ Real-Time Decision Making_ and Adaptabili.pdf
Spotlight,C-Adam_ Confidence-Based Optimization for Online Learning.pdf,ICLR_2025_Papers/Spotlight/C-Adam_ Confidence-Based Optimization for Online Learning.pdf
Spotlight,Direct Post-Training Preference Alignment for Multi-Agent Motion Generation Model Using Implicit Fee.pdf,ICLR_2025_Papers/Spotlight/Direct Post-Training Preference Alignment for Multi-Agent Motion Generation Model Using Implicit Fee.pdf
Spotlight,Estimating the Probabilities of Rare Outputs in Language Models.pdf,ICLR_2025_Papers/Spotlight/Estimating the Probabilities of Rare Outputs in Language Models.pdf
Spotlight,Model Comparisons_ XNet Outperforms KAN.pdf,ICLR_2025_Papers/Spotlight/Model Comparisons_ XNet Outperforms KAN.pdf
Spotlight,StreamingBench_ Assessing the Gap for MLLMs to Achieve Streaming Video Understanding.pdf,ICLR_2025_Papers/Spotlight/StreamingBench_ Assessing the Gap for MLLMs to Achieve Streaming Video Understanding.pdf
Spotlight,EXecution-Eval_ Can language models execute real-world code_.pdf,ICLR_2025_Papers/Spotlight/EXecution-Eval_ Can language models execute real-world code_.pdf
Spotlight,TabReD_ Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks.pdf,ICLR_2025_Papers/Spotlight/TabReD_ Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks.pdf
Spotlight,Multi-Label Test-Time Adaptation with Bound Entropy Minimization.pdf,ICLR_2025_Papers/Spotlight/Multi-Label Test-Time Adaptation with Bound Entropy Minimization.pdf
Spotlight,Computationally Efficient RL under Linear Bellman Completeness for Deterministic Dynamics.pdf,ICLR_2025_Papers/Spotlight/Computationally Efficient RL under Linear Bellman Completeness for Deterministic Dynamics.pdf
Spotlight,From Search to Sampling_ Generative Models for Robust Algorithmic Recourse.pdf,ICLR_2025_Papers/Spotlight/From Search to Sampling_ Generative Models for Robust Algorithmic Recourse.pdf
Spotlight,Online Preference Alignment for Language Models via Count-based Exploration.pdf,ICLR_2025_Papers/Spotlight/Online Preference Alignment for Language Models via Count-based Exploration.pdf
Spotlight,Evaluating Synthetic Activations composed of SAE Latents in GPT-2.pdf,ICLR_2025_Papers/Spotlight/Evaluating Synthetic Activations composed of SAE Latents in GPT-2.pdf
Spotlight,Identity Lock_ Locking API Fine-tuned LLMs With Identity-based Wake Words.pdf,ICLR_2025_Papers/Spotlight/Identity Lock_ Locking API Fine-tuned LLMs With Identity-based Wake Words.pdf
Spotlight,Can Neural Networks Achieve Optimal Computational-statistical Tradeoff_ An Analysis on Single-Index .pdf,ICLR_2025_Papers/Spotlight/Can Neural Networks Achieve Optimal Computational-statistical Tradeoff_ An Analysis on Single-Index .pdf
Spotlight,A Feature-Aware Federated Learning Framework for Unsupervised Anomaly Detection in 5G Networks.pdf,ICLR_2025_Papers/Spotlight/A Feature-Aware Federated Learning Framework for Unsupervised Anomaly Detection in 5G Networks.pdf
Spotlight,GANDALF_ Generative AttentioN based Data Augmentation and predictive modeLing Framework for personal.pdf,ICLR_2025_Papers/Spotlight/GANDALF_ Generative AttentioN based Data Augmentation and predictive modeLing Framework for personal.pdf
Spotlight,NetMoE_ Accelerating MoE Training through Dynamic Sample Placement.pdf,ICLR_2025_Papers/Spotlight/NetMoE_ Accelerating MoE Training through Dynamic Sample Placement.pdf
Spotlight,Scaling Speech-Text Pre-training with Synthetic Interleaved Data.pdf,ICLR_2025_Papers/Spotlight/Scaling Speech-Text Pre-training with Synthetic Interleaved Data.pdf
Spotlight,Counterfactual Realizability.pdf,ICLR_2025_Papers/Spotlight/Counterfactual Realizability.pdf
Spotlight,MU-Bench_ A Multitask Multimodal Benchmark for Machine Unlearning.pdf,ICLR_2025_Papers/Spotlight/MU-Bench_ A Multitask Multimodal Benchmark for Machine Unlearning.pdf
Spotlight,Rewarding Progress_ Scaling Automated Process Verifiers for LLM Reasoning.pdf,ICLR_2025_Papers/Spotlight/Rewarding Progress_ Scaling Automated Process Verifiers for LLM Reasoning.pdf
Spotlight,ComaDICE_ Offline Cooperative Multi-Agent Reinforcement Learning with Stationary Distribution Shift .pdf,ICLR_2025_Papers/Spotlight/ComaDICE_ Offline Cooperative Multi-Agent Reinforcement Learning with Stationary Distribution Shift .pdf
Spotlight,Beyond Random Masking_ When Dropout meets Graph Convolutional Networks.pdf,ICLR_2025_Papers/Spotlight/Beyond Random Masking_ When Dropout meets Graph Convolutional Networks.pdf
Spotlight,No Need to Talk_ Asynchronous Mixture of Language Models.pdf,ICLR_2025_Papers/Spotlight/No Need to Talk_ Asynchronous Mixture of Language Models.pdf
Spotlight,AgentRefine_ Enhancing Agent Generalization through Refinement Tuning.pdf,ICLR_2025_Papers/Spotlight/AgentRefine_ Enhancing Agent Generalization through Refinement Tuning.pdf
Spotlight,Scaling LLM Test-Time Compute Optimally Can be More Effective than Scaling Parameters for Reasoning.pdf,ICLR_2025_Papers/Spotlight/Scaling LLM Test-Time Compute Optimally Can be More Effective than Scaling Parameters for Reasoning.pdf
Spotlight,RM-Bench_ Benchmarking Reward Models of Language Models with Subtlety and Style.pdf,ICLR_2025_Papers/Spotlight/RM-Bench_ Benchmarking Reward Models of Language Models with Subtlety and Style.pdf
Spotlight,Stochastic Sparse Sampling_ A Framework for Variable-Length Medical Time Series Classification.pdf,ICLR_2025_Papers/Spotlight/Stochastic Sparse Sampling_ A Framework for Variable-Length Medical Time Series Classification.pdf
Spotlight,Sparse autoencoders reveal selective remapping of visual concepts during adaptation.pdf,ICLR_2025_Papers/Spotlight/Sparse autoencoders reveal selective remapping of visual concepts during adaptation.pdf
Spotlight,CASAK-V_ Dynamic Sparse Attention and Adaptive KV-Cache Compression for Memory-Efficient Long-Contex.pdf,ICLR_2025_Papers/Spotlight/CASAK-V_ Dynamic Sparse Attention and Adaptive KV-Cache Compression for Memory-Efficient Long-Contex.pdf
Spotlight,Extending Flexibility of Image Coding Enhancement Framework for IoTs.pdf,ICLR_2025_Papers/Spotlight/Extending Flexibility of Image Coding Enhancement Framework for IoTs.pdf
Poster,Physics-Transfer Learning_ A Framework to Address the Accuracy-Performance Dilemma in Modeling Compl.pdf,ICLR_2025_Papers/Poster/Physics-Transfer Learning_ A Framework to Address the Accuracy-Performance Dilemma in Modeling Compl.pdf
Poster,Scaling Laws for Precision.pdf,ICLR_2025_Papers/Poster/Scaling Laws for Precision.pdf
Poster,Scalable Decision-Making in Stochastic Environments through Learned Temporal Abstraction.pdf,ICLR_2025_Papers/Poster/Scalable Decision-Making in Stochastic Environments through Learned Temporal Abstraction.pdf
Poster,Enhancing Efficiency and Regularization in Convolutional Neural Networks_ Strategies for Optimized D.pdf,ICLR_2025_Papers/Poster/Enhancing Efficiency and Regularization in Convolutional Neural Networks_ Strategies for Optimized D.pdf
Poster,Slashed Normal_ Parameterize Normal Posterior Distributions with KL Amplitude.pdf,ICLR_2025_Papers/Poster/Slashed Normal_ Parameterize Normal Posterior Distributions with KL Amplitude.pdf
Poster,GETMusic_ Generating Music Tracks with a Unified Representation and Diffusion Framework.pdf,ICLR_2025_Papers/Poster/GETMusic_ Generating Music Tracks with a Unified Representation and Diffusion Framework.pdf
Poster,Self-supervised contrastive learning performs non-linear system identification.pdf,ICLR_2025_Papers/Poster/Self-supervised contrastive learning performs non-linear system identification.pdf
